,Energy,Error,Architecture,Method,cost
319,0.273952979185213,0.171301598918481,SqueezeNet,Log-FlexiBO+RF,0
320,0.229529791852126,0.184103207089989,SqueezeNet,Log-FlexiBO+RF,0
321,0.184276283545215,0.190465209526324,SqueezeNet,Log-FlexiBO+RF,0
322,0.171775708412935,0.220216892854503,SqueezeNet,Log-FlexiBO+RF,0
323,0.145457588578706,0.244429080726679,SqueezeNet,Log-FlexiBO+RF,0
324,0.124190630511684,0.26023534967707,SqueezeNet,Log-FlexiBO+RF,0
325,0.112923672444662,0.321466420378161,SqueezeNet,Log-FlexiBO+RF,0
326,0.109522190103724,0.372813180925522,SqueezeNet,Log-FlexiBO+RF,0
327,0.431816551140096,0.160335563178459,SqueezeNet,Max-Uncertainty + GP,0
328,0.392000493446826,0.168141392622194,SqueezeNet,Max-Uncertainty + GP,0
329,0.203466330589369,0.172097075201085,SqueezeNet,Max-Uncertainty + GP,0
330,0.183466330589369,0.183236065919705,SqueezeNet,Max-Uncertainty + GP,0
331,0.178093828247164,0.191659362216347,SqueezeNet,Max-Uncertainty + GP,0
332,0.167874811206577,0.24995022409009,SqueezeNet,Max-Uncertainty + GP,0
333,0.156691205643965,0.27112364492566,SqueezeNet,Max-Uncertainty + GP,0
334,0.132923672444662,0.296950033949071,SqueezeNet,Max-Uncertainty + GP,0
335,0.253330666053192,0.230478720086427,SqueezeNet,Max-Uncertainty + RF,0
336,0.253330666053192,0.230478720086427,SqueezeNet,Max-Uncertainty + RF,0
337,0.213952979185213,0.263015989184808,SqueezeNet,Max-Uncertainty + RF,0
338,0.212952979185213,0.291032070899885,SqueezeNet,Max-Uncertainty + RF,0
339,0.191427628354521,0.30465209526324,SqueezeNet,Max-Uncertainty + RF,0
340,0.181177570841293,0.320216892854503,SqueezeNet,Max-Uncertainty + RF,0
341,0.170545758857871,0.334429080726679,SqueezeNet,Max-Uncertainty + RF,0
342,0.150419063051168,0.38023534967707,SqueezeNet,Max-Uncertainty + RF,0
343,0.140292367244466,0.401466420378161,SqueezeNet,Max-Uncertainty + RF,0
344,0.139522190103724,0.432813180925522,SqueezeNet,Max-Uncertainty + RF,0
345,0.361816551140096,0.130335563178459,SqueezeNet,PAL,0
346,0.292000493446826,0.138141392622194,SqueezeNet,PAL,0
347,0.181541754603559,0.148048927437159,SqueezeNet,PAL,0
348,0.172706389136168,0.150353345142988,SqueezeNet,PAL,0
349,0.172673048134404,0.151232809483517,SqueezeNet,PAL,0
350,0.143466330589369,0.152097075201085,SqueezeNet,PAL,0
351,0.143466330589369,0.173236065919705,SqueezeNet,PAL,0
352,0.118093828247164,0.191659362216347,SqueezeNet,PAL,0
353,0.107874811206577,0.24995022409009,SqueezeNet,PAL,0
354,0.106691205643965,0.27112364492566,SqueezeNet,PAL,0
355,0.102923672444662,0.296950033949071,SqueezeNet,PAL,0
356,0.483521209878272,0.130370010571736,SqueezeNet,PESMO,0
357,0.370275163287557,0.153655928840829,SqueezeNet,PESMO,0
358,0.364213769166909,0.17708674515688,SqueezeNet,PESMO,0
359,0.213309061084049,0.191598658477933,SqueezeNet,PESMO,0
360,0.2056673034798,0.234686184846073,SqueezeNet,PESMO,0
361,0.20111625673905,0.261084259411651,SqueezeNet,PESMO,0
362,0.192764335797233,0.28708674515688,SqueezeNet,PESMO,0
363,0.157716274743191,0.326899885620367,SqueezeNet,PESMO,0
364,0.123458395430949,0.338613122787433,SqueezeNet,PESMO,0
365,0.288666393270452,0.165379405544782,SqueezeNet,ParEGO,0
366,0.273492903367774,0.203721490779264,SqueezeNet,ParEGO,0
367,0.225441851625874,0.236862145589165,SqueezeNet,ParEGO,0
368,0.250637646658731,0.236862145589165,SqueezeNet,ParEGO,0
369,0.182121888034248,0.241911229353196,SqueezeNet,ParEGO,0
370,0.176790661852226,0.251473605823255,SqueezeNet,ParEGO,0
371,0.148604178961161,0.289290824132182,SqueezeNet,ParEGO,0
372,0.144773297858507,0.325331691870735,SqueezeNet,ParEGO,0
373,0.12799943987117,0.338977014075185,SqueezeNet,ParEGO,0
374,0.220709819925249,0.193224078315418,SqueezeNet,Ratio-FlexiBO+GP,0
375,0.219952979185213,0.217430159891848,SqueezeNet,Ratio-FlexiBO+GP,0
376,0.199394127315949,0.219703390509502,SqueezeNet,Ratio-FlexiBO+GP,0
377,0.188093828247164,0.239165936221635,SqueezeNet,Ratio-FlexiBO+GP,0
378,0.160508750345913,0.247188765356772,SqueezeNet,Ratio-FlexiBO+GP,0
379,0.156641194141319,0.263554180898153,SqueezeNet,Ratio-FlexiBO+GP,0
380,0.134190630511684,0.329810840660285,SqueezeNet,Ratio-FlexiBO+GP,0
381,0.319533306660532,0.181680478720086,SqueezeNet,Ratio-FlexiBO+RF,0
382,0.267395297918521,0.191713015989185,SqueezeNet,Ratio-FlexiBO+RF,0
383,0.249529791852126,0.2018410320709,SqueezeNet,Ratio-FlexiBO+RF,0
384,0.208427628354521,0.209046520952632,SqueezeNet,Ratio-FlexiBO+RF,0
385,0.191775708412935,0.21202168928545,SqueezeNet,Ratio-FlexiBO+RF,0
386,0.185457588578706,0.224442908072668,SqueezeNet,Ratio-FlexiBO+RF,0
387,0.174190630511684,0.24023534967707,SqueezeNet,Ratio-FlexiBO+RF,0
388,0.162923672444662,0.292146642037816,SqueezeNet,Ratio-FlexiBO+RF,0
389,0.139522190103724,0.322813180925522,SqueezeNet,Ratio-FlexiBO+RF,0
390,0.483521209878272,0.163700105717362,SqueezeNet,SMSEGO,0
391,0.370275163287557,0.173655928840829,SqueezeNet,SMSEGO,0
392,0.364213769166909,0.21708674515688,SqueezeNet,SMSEGO,0
393,0.213309061084049,0.261598658477933,SqueezeNet,SMSEGO,0
394,0.2056673034798,0.294686184846073,SqueezeNet,SMSEGO,0
395,0.20111625673905,0.301084259411651,SqueezeNet,SMSEGO,0
396,0.192764335797233,0.31708674515688,SqueezeNet,SMSEGO,0
397,0.157716274743191,0.326899885620367,SqueezeNet,SMSEGO,0
398,0.123458395430949,0.338613122787433,SqueezeNet,SMSEGO,0
399,0.621316130841776,0.152294332555511,Xception,FlexiBO+GP,0
400,0.328499807173158,0.153676812447533,Xception,FlexiBO+GP,0
401,0.263233180240508,0.162294332555511,Xception,FlexiBO+GP,0
402,0.206170458927883,0.193450430773167,Xception,FlexiBO+GP,0
403,0.169496196052309,0.219430411295116,Xception,FlexiBO+GP,0
404,0.148766258808681,0.232294332555511,Xception,FlexiBO+GP,0
405,0.135968516635698,0.283676812447533,Xception,FlexiBO+GP,0
406,0.125561827297269,0.2852,Xception,FlexiBO+GP,0
407,0.123949093713845,0.360777654571521,Xception,FlexiBO+GP,0
408,0.537096378361323,0.160430411295116,Xception,FlexiBO+RF,0
409,0.403295586018301,0.170626142811439,Xception,FlexiBO+RF,0
410,0.223300494337902,0.173450430773167,Xception,FlexiBO+RF,0
411,0.190155313255969,0.18269749910362,Xception,FlexiBO+RF,0
412,0.189496196052309,0.184304112951159,Xception,FlexiBO+RF,0
413,0.188023700171791,0.198287394284222,Xception,FlexiBO+RF,0
414,0.184812256775234,0.246439697494164,Xception,FlexiBO+RF,0
415,0.168995547452933,0.26126171812753,Xception,FlexiBO+RF,0
416,0.147459944606107,0.336439697494164,Xception,FlexiBO+RF,0
417,0.137825614416436,0.346439838315462,Xception,FlexiBO+RF,0
418,0.123949093713845,0.392304583989487,Xception,FlexiBO+RF,0
419,0.351316130841776,0.121222943325555,Xception,Log-FlexiBO+GP,0
420,0.328499807173158,0.122367681244753,Xception,Log-FlexiBO+GP,0
421,0.246323318024051,0.132229433255551,Xception,Log-FlexiBO+GP,0
422,0.186170458927883,0.133450430773167,Xception,Log-FlexiBO+GP,0
423,0.159496196052309,0.144304112951159,Xception,Log-FlexiBO+GP,0
424,0.138766258808681,0.172294332555511,Xception,Log-FlexiBO+GP,0
425,0.125968516635698,0.243676812447533,Xception,Log-FlexiBO+GP,0
426,0.125561827297269,0.3252,Xception,Log-FlexiBO+GP,0
427,0.113949093713845,0.390777654571521,Xception,Log-FlexiBO+GP,0
428,0.385370963783613,0.156043041129512,Xception,Log-FlexiBO+RF,0
429,0.34032955860183,0.157062614281144,Xception,Log-FlexiBO+RF,0
430,0.243300494337902,0.157345043077317,Xception,Log-FlexiBO+RF,0
431,0.219015531325597,0.168269749910362,Xception,Log-FlexiBO+RF,0
432,0.208949619605231,0.172430411295116,Xception,Log-FlexiBO+RF,0
433,0.198802370017179,0.178287394284222,Xception,Log-FlexiBO+RF,0
434,0.198481225677523,0.196439697494164,Xception,Log-FlexiBO+RF,0
435,0.168995547452933,0.26126171812753,Xception,Log-FlexiBO+RF,0
436,0.167459944606107,0.283643969749416,Xception,Log-FlexiBO+RF,0
437,0.157825614416436,0.324643983831546,Xception,Log-FlexiBO+RF,0
438,0.143949093713845,0.359230458398949,Xception,Log-FlexiBO+RF,0
439,0.393724362794938,0.176896363434814,Xception,Max-Uncertainty + GP,0
440,0.311972793885637,0.175570663715064,Xception,Max-Uncertainty + GP,0
441,0.263324334747397,0.182903950627875,Xception,Max-Uncertainty + GP,0
442,0.264825929951268,0.190688578787418,Xception,Max-Uncertainty + GP,0
443,0.239890614591733,0.22975297166547,Xception,Max-Uncertainty + GP,0
444,0.222585282053079,0.243647568855097,Xception,Max-Uncertainty + GP,0
445,0.197490796900747,0.28575580205472,Xception,Max-Uncertainty + GP,0
446,0.158995547452933,0.38126171812753,Xception,Max-Uncertainty + GP,0
447,0.135561827297269,0.392,Xception,Max-Uncertainty + GP,0
448,0.337096378361323,0.20430411295116,Xception,Max-Uncertainty + RF,0
449,0.303295586018301,0.217062614281144,Xception,Max-Uncertainty + RF,0
450,0.223300494337902,0.217345043077317,Xception,Max-Uncertainty + RF,0
451,0.219015531325597,0.218269749910362,Xception,Max-Uncertainty + RF,0
452,0.199496196052309,0.218430411295116,Xception,Max-Uncertainty + RF,0
453,0.198023700171791,0.219828739428422,Xception,Max-Uncertainty + RF,0
454,0.194812256775234,0.264643969749416,Xception,Max-Uncertainty + RF,0
455,0.188995547452933,0.286126171812753,Xception,Max-Uncertainty + RF,0
456,0.177459944606107,0.353364396974942,Xception,Max-Uncertainty + RF,0
457,0.167825614416436,0.363464398383155,Xception,Max-Uncertainty + RF,0
458,0.153949093713845,0.419230458398949,Xception,Max-Uncertainty + RF,0
459,0.393724362794938,0.146896363434814,Xception,PAL,0
460,0.311972793885637,0.155570663715064,Xception,PAL,0
461,0.263324334747397,0.162903950627875,Xception,PAL,0
462,0.254825929951268,0.170688578787418,Xception,PAL,0
463,0.239890614591733,0.197529716654699,Xception,PAL,0
464,0.222585282053079,0.203647568855097,Xception,PAL,0
465,0.187490796900747,0.28575580205472,Xception,PAL,0
466,0.148995547452933,0.38126171812753,Xception,PAL,0
467,0.125561827297269,0.392,Xception,PAL,0
468,0.338961539809979,0.170370010571736,Xception,PESMO,0
469,0.259572976194651,0.173655928840829,Xception,PESMO,0
470,0.255323773796586,0.18708674515688,Xception,PESMO,0
471,0.149535462609123,0.191598658477933,Xception,PESMO,0
472,0.144178382358097,0.204686184846073,Xception,PESMO,0
473,0.140987974616976,0.211084259411651,Xception,PESMO,0
474,0.135133050520633,0.23708674515688,Xception,PESMO,0
475,0.110563404971427,0.26899885620367,Xception,PESMO,0
476,0.086547698348701,0.331318613122787,Xception,PESMO,0
477,0.202363005293973,0.233794055447821,Xception,ParEGO,0
478,0.191725975528521,0.240372149077926,Xception,ParEGO,0
479,0.175703817971462,0.246862145589165,Xception,ParEGO,0
480,0.158040879290397,0.256862145589165,Xception,ParEGO,0
481,0.127672404726011,0.261911229353196,Xception,ParEGO,0
482,0.123935069943554,0.281473605823255,Xception,ParEGO,0
483,0.104175577604039,0.289290824132182,Xception,ParEGO,0
484,0.101490025593381,0.325331691870735,Xception,ParEGO,0
485,0.089731094204677,0.338977014075185,Xception,ParEGO,0
486,0.338961539809979,0.191370010571736,Xception,SMSEGO,0
487,0.259572976194651,0.193655928840829,Xception,SMSEGO,0
488,0.255323773796586,0.20708674515688,Xception,SMSEGO,0
489,0.219535462609123,0.221598658477933,Xception,SMSEGO,0
490,0.19441783823581,0.224686184846073,Xception,SMSEGO,0
491,0.180987974616976,0.231084259411651,Xception,SMSEGO,0
492,0.15133050520633,0.29708674515688,Xception,SMSEGO,0
493,0.110563404971427,0.326899885620367,Xception,SMSEGO,0
494,0.086547698348701,0.338613122787433,Xception,SMSEGO,0
495,0.351316130841776,0.121222943325555,Xception,Ratio-FlexiBO+GP,0
496,0.328499807173158,0.122367681244753,Xception,Ratio-FlexiBO+GP,0
497,0.246323318024051,0.132229433255551,Xception,Ratio-FlexiBO+GP,0
498,0.186170458927883,0.133450430773167,Xception,Ratio-FlexiBO+GP,0
499,0.159496196052309,0.144304112951159,Xception,Ratio-FlexiBO+GP,0
500,0.138766258808681,0.172294332555511,Xception,Ratio-FlexiBO+GP,0
501,0.125968516635698,0.243676812447533,Xception,Ratio-FlexiBO+GP,0
502,0.125561827297269,0.3252,Xception,Ratio-FlexiBO+GP,0
503,0.113949093713845,0.390777654571521,Xception,Ratio-FlexiBO+GP,0
504,0.385370963783613,0.156043041129512,Xception,Ratio-FlexiBO+RF,0
505,0.34032955860183,0.157062614281144,Xception,Ratio-FlexiBO+RF,0
506,0.243300494337902,0.157345043077317,Xception,Ratio-FlexiBO+RF,0
507,0.219015531325597,0.168269749910362,Xception,Ratio-FlexiBO+RF,0
508,0.208949619605231,0.172430411295116,Xception,Ratio-FlexiBO+RF,0
509,0.198802370017179,0.178287394284222,Xception,Ratio-FlexiBO+RF,0
510,0.198481225677523,0.196439697494164,Xception,Ratio-FlexiBO+RF,0
511,0.168995547452933,0.26126171812753,Xception,Ratio-FlexiBO+RF,0
512,0.167459944606107,0.283643969749416,Xception,Ratio-FlexiBO+RF,0
513,0.157825614416436,0.324643983831546,Xception,Ratio-FlexiBO+RF,0
514,0.143949093713845,0.359230458398949,Xception,Ratio-FlexiBO+RF,0
515,0.330014485172817,0.21152,LeNet,FlexiBO+GP-No Cost,0
516,0.214561622339355,0.215895110021133,LeNet,FlexiBO+GP-No Cost,0
517,0.194022049651954,0.231152,LeNet,FlexiBO+GP-No Cost,0
518,0.187042208184122,0.249568615335047,LeNet,FlexiBO+GP-No Cost,0
519,0.172455236792339,0.28986265995637,LeNet,FlexiBO+GP-No Cost,0
520,0.16966482919567,0.327544166161952,LeNet,FlexiBO+GP-No Cost,0
521,0.316898965919607,0.252235758605105,LeNet,FlexiBO+RF-No Cost,0
522,0.285510803524725,0.265455740077182,LeNet,FlexiBO+RF-No Cost,0
523,0.274727397094918,0.326409619561801,LeNet,FlexiBO+RF-No Cost,0
524,0.212455236792339,0.333292573333331,LeNet,FlexiBO+RF-No Cost,0
525,0.182879732829035,0.340012571645999,LeNet,FlexiBO+RF-No Cost,0
526,0.21142146773524,0.122326134679496,MobileNet,FlexiBO+GP-No Cost,0
527,0.208335561650534,0.140411236293708,MobileNet,FlexiBO+GP-No Cost,0
528,0.191533823308453,0.148308950992083,MobileNet,FlexiBO+GP-No Cost,0
529,0.174040461147061,0.149062459624935,MobileNet,FlexiBO+GP-No Cost,0
530,0.168320643385209,0.150895099208314,MobileNet,FlexiBO+GP-No Cost,0
531,0.166318275002356,0.152326134679496,MobileNet,FlexiBO+GP-No Cost,0
532,0.156210857380059,0.154576103674266,MobileNet,FlexiBO+GP-No Cost,0
533,0.151967998818355,0.160202413850755,MobileNet,FlexiBO+GP-No Cost,0
534,0.141947116302878,0.170245925227671,MobileNet,FlexiBO+GP-No Cost,0
535,0.082900123003109,0.180411236293708,MobileNet,FlexiBO+GP-No Cost,0
536,0.072225261222442,0.190223428228933,MobileNet,FlexiBO+GP-No Cost,0
537,0.069465662268605,0.222296776379731,MobileNet,FlexiBO+GP-No Cost,0
538,0.264445123550639,0.193776601363633,MobileNet,FlexiBO+RF-No Cost,0
539,0.248683421065365,0.200605760976505,MobileNet,FlexiBO+RF-No Cost,0
540,0.222108573800592,0.20605760976505,MobileNet,FlexiBO+RF-No Cost,0
541,0.219405128440203,0.221305506455589,MobileNet,FlexiBO+RF-No Cost,0
542,0.123973637097534,0.301654384383076,MobileNet,FlexiBO+RF-No Cost,0
543,0.091694656622686,0.322296776379731,MobileNet,FlexiBO+RF-No Cost,0
544,0.28827425009739,0.173794055447821,ResNet,FlexiBO+GP-No Cost,0
545,0.263121372848681,0.183721490779264,ResNet,FlexiBO+GP-No Cost,0
546,0.240297164204449,0.196862145589165,ResNet,FlexiBO+GP-No Cost,0
547,0.225135596775644,0.206862145589165,ResNet,FlexiBO+GP-No Cost,0
548,0.181874481835526,0.211911229353196,ResNet,FlexiBO+GP-No Cost,0
549,0.176550497937331,0.251473605823255,ResNet,FlexiBO+GP-No Cost,0
550,0.168402305394904,0.319290824132182,ResNet,FlexiBO+GP-No Cost,0
551,0.154576628409897,0.325331691870735,ResNet,FlexiBO+GP-No Cost,0
552,0.127825557120454,0.338977014075185,ResNet,FlexiBO+GP-No Cost,0
553,0.482864363269506,0.190370010571736,ResNet,FlexiBO+RF-No Cost,0
554,0.319772157462069,0.203365592884083,ResNet,FlexiBO+RF-No Cost,0
555,0.299371899753279,0.219370867451569,ResNet,FlexiBO+RF-No Cost,0
556,0.213019288204329,0.220915986584779,ResNet,FlexiBO+RF-No Cost,0
557,0.205387911659824,0.223346861848461,ResNet,FlexiBO+RF-No Cost,0
558,0.200843047356487,0.232110842594117,ResNet,FlexiBO+RF-No Cost,0
559,0.192502472206407,0.23708674515688,ResNet,FlexiBO+RF-No Cost,0
560,0.137502022714333,0.256899885620367,ResNet,FlexiBO+RF-No Cost,0
561,0.123290681529871,0.363861312278743,ResNet,FlexiBO+RF-No Cost,0
562,0.480010402392551,0.151032070899885,SqueezeNet,FlexiBO+GP-No Cost,0
563,0.299585571348076,0.158000510060765,SqueezeNet,FlexiBO+GP-No Cost,0
564,0.294651103087043,0.160021119011988,SqueezeNet,FlexiBO+GP-No Cost,0
565,0.237099932984586,0.160298108406603,SqueezeNet,FlexiBO+GP-No Cost,0
566,0.227621886367198,0.162678695378911,SqueezeNet,FlexiBO+GP-No Cost,0
567,0.215071299732272,0.172981084066028,SqueezeNet,FlexiBO+GP-No Cost,0
568,0.191168101996792,0.175309808815024,SqueezeNet,FlexiBO+GP-No Cost,0
569,0.177131540254258,0.180994396979114,SqueezeNet,FlexiBO+GP-No Cost,0
570,0.157098199252495,0.192240783154181,SqueezeNet,FlexiBO+GP-No Cost,0
571,0.149529791852126,0.193015989184808,SqueezeNet,FlexiBO+GP-No Cost,0
572,0.139394127315949,0.203390509501561,SqueezeNet,FlexiBO+GP-No Cost,0
573,0.128093828247164,0.216593622163474,SqueezeNet,FlexiBO+GP-No Cost,0
574,0.110508750345913,0.271887653567717,SqueezeNet,FlexiBO+GP-No Cost,0
575,0.106641194141319,0.313554180898153,SqueezeNet,FlexiBO+GP-No Cost,0
576,0.104190630511684,0.329810840660285,SqueezeNet,FlexiBO+GP-No Cost,0
577,0.245056362963481,0.172146642037816,SqueezeNet,FlexiBO+RF-No Cost,0
578,0.173990017704072,0.173015989184808,SqueezeNet,FlexiBO+RF-No Cost,0
579,0.153330666053192,0.180478720086427,SqueezeNet,FlexiBO+RF-No Cost,0
580,0.139529791852126,0.213015989184808,SqueezeNet,FlexiBO+RF-No Cost,0
581,0.129529791852126,0.241032070899885,SqueezeNet,FlexiBO+RF-No Cost,0
582,0.114276283545215,0.30465209526324,SqueezeNet,FlexiBO+RF-No Cost,0
583,0.111775708412935,0.320216892854503,SqueezeNet,FlexiBO+RF-No Cost,0
584,0.105457588578706,0.344429080726679,SqueezeNet,FlexiBO+RF-No Cost,0
585,0.104190630511684,0.36023534967707,SqueezeNet,FlexiBO+RF-No Cost,0
586,0.102923672444662,0.421466420378161,SqueezeNet,FlexiBO+RF-No Cost,0
587,0.095221901037238,0.432813180925522,SqueezeNet,FlexiBO+RF-No Cost,0
588,0.621316130841776,0.152294332555511,Xception,FlexiBO+GP-No Cost,0
589,0.328499807173158,0.153676812447533,Xception,FlexiBO+GP-No Cost,0
590,0.263233180240508,0.162294332555511,Xception,FlexiBO+GP-No Cost,0
591,0.206170458927883,0.163450430773167,Xception,FlexiBO+GP-No Cost,0
592,0.169496196052309,0.174304112951159,Xception,FlexiBO+GP-No Cost,0
593,0.148766258808681,0.232294332555511,Xception,FlexiBO+GP-No Cost,0
594,0.135968516635698,0.283676812447533,Xception,FlexiBO+GP-No Cost,0
595,0.125561827297269,0.2852,Xception,FlexiBO+GP-No Cost,0
596,0.123949093713845,0.360777654571521,Xception,FlexiBO+GP-No Cost,0
597,0.537096378361323,0.160430411295116,Xception,FlexiBO+RF-No Cost,0
598,0.403295586018301,0.170626142811439,Xception,FlexiBO+RF-No Cost,0
599,0.223300494337902,0.173450430773167,Xception,FlexiBO+RF-No Cost,0
600,0.190155313255969,0.18269749910362,Xception,FlexiBO+RF-No Cost,0
601,0.189496196052309,0.184304112951159,Xception,FlexiBO+RF-No Cost,0
602,0.188023700171791,0.198287394284222,Xception,FlexiBO+RF-No Cost,0
603,0.184812256775234,0.246439697494164,Xception,FlexiBO+RF-No Cost,0
604,0.168995547452933,0.26126171812753,Xception,FlexiBO+RF-No Cost,0
605,0.147459944606107,0.336439697494164,Xception,FlexiBO+RF-No Cost,0
606,0.137825614416436,0.346439838315462,Xception,FlexiBO+RF-No Cost,0
607,0.123949093713845,0.392304583989487,Xception,FlexiBO+RF-No Cost,0
210,0.33827425009739,0.197379405544782,ResNet,Log-FlexiBO+RF,0
211,0.320312137284868,0.168372149077926,ResNet,Log-FlexiBO+RF,0
212,0.275029716420445,0.219686214558917,ResNet,Log-FlexiBO+RF,0
213,0.253251355967756,0.249686214558916,ResNet,Log-FlexiBO+RF,0
214,0.219818744818355,0.25019112293532,ResNet,Log-FlexiBO+RF,0
215,0.218765504979373,0.263147360582325,ResNet,Log-FlexiBO+RF,0
216,0.185684023053949,0.286192908241322,ResNet,Log-FlexiBO+RF,0
217,0.175545766284099,0.298253316918707,ResNet,Log-FlexiBO+RF,0
218,0.173782555712045,0.310897701407518,ResNet,Log-FlexiBO+RF,0
