,number_of_cores,core_freq,gpu_freq,emc_freq,inference_time,power_consumption
0,0.0,0.45454545454545453,1.0,0.0,0.2406254874335395,3435.5555555555547
1,0.0,0.45454545454545453,1.0,0.3344947735191638,0.2288426823086209,2919.111111111111
2,0.0,0.45454545454545453,1.0,0.6689895470383276,0.21642390886942545,2978.222222222222
3,0.0,0.45454545454545453,1.0,1.0,0.2096099853515625,3019.666666666666
4,0.0,0.45454545454545453,0.0,0.0,0.929361793729994,3012.4444444444453
5,0.0,0.45454545454545453,0.0,0.3344947735191638,0.8771874374813504,3199.0
6,0.0,0.45454545454545453,0.0,0.6689895470383276,0.8748088942633735,3267.4444444444453
7,0.0,0.45454545454545453,0.0,1.0,0.8875250816345215,3114.5555555555547
8,0.0,0.45454545454545453,0.3076923076923077,0.0,0.3644826942019993,2141.8888888888887
9,0.0,0.45454545454545453,0.3076923076923077,0.3344947735191638,0.32803286446465385,2175.222222222222
10,0.0,0.45454545454545453,0.3076923076923077,0.6689895470383276,0.3123288419511583,2243.444444444445
11,0.0,0.45454545454545453,0.3076923076923077,1.0,0.3074166774749756,2225.6666666666665
12,0.0,0.45454545454545453,0.6923076923076923,0.0,0.26233792304992676,1895.4444444444448
13,0.0,0.45454545454545453,0.6923076923076923,0.3344947735191638,0.2327976226806641,1938.2222222222226
14,0.0,0.45454545454545453,0.6923076923076923,0.6689895470383276,0.220097992155287,2006.0
15,0.0,0.45454545454545453,0.6923076923076923,1.0,0.21216885248819986,2013.5555555555552
16,0.0,0.5454545454545454,1.0,0.0,0.2276897430419922,2910.666666666666
17,0.0,0.5454545454545454,1.0,0.3344947735191638,0.20675251219007704,3071.333333333334
18,0.0,0.5454545454545454,1.0,0.6689895470383276,0.1947422292497423,3307.666666666666
19,0.0,0.5454545454545454,1.0,1.0,0.1866726610395643,3196.888888888889
20,0.0,0.5454545454545454,0.0,0.0,0.8852633635203043,3207.666666666666
21,0.0,0.5454545454545454,0.0,0.3344947735191638,0.9114180670844184,3544.4444444444453
22,0.0,0.5454545454545454,0.0,0.6689895470383276,0.8790930906931559,3825.555555555556
23,0.0,0.5454545454545454,0.0,1.0,0.8726058536105685,3924.666666666666
24,0.0,0.5454545454545454,0.3076923076923077,0.0,0.3241491847568088,2183.777777777778
25,0.0,0.5454545454545454,0.3076923076923077,0.3344947735191638,0.3312879138522678,2133.222222222222
26,0.0,0.5454545454545454,0.3076923076923077,0.6689895470383276,0.2960083484649658,2454.1111111111113
27,0.0,0.5454545454545454,0.3076923076923077,1.0,0.2892779244316949,2479.777777777778
28,0.0,0.5454545454545454,0.6923076923076923,0.0,0.2350917127397325,1929.666666666667
29,0.0,0.5454545454545454,0.6923076923076923,0.3344947735191638,0.2140843603346083,2022.888888888889
30,0.0,0.5454545454545454,0.6923076923076923,0.6689895470383276,0.20028214984469944,2081.555555555555
31,0.0,0.5454545454545454,0.6923076923076923,1.0,0.19611822234259713,2106.6666666666665
32,0.0,0.6363636363636364,1.0,0.0,0.214149448606703,3045.666666666666
33,0.0,0.6363636363636364,1.0,0.3344947735191638,0.19471881124708387,3164.4444444444453
34,0.0,0.6363636363636364,1.0,0.6689895470383276,0.1762568155924479,3256.4444444444453
35,0.0,0.6363636363636364,1.0,1.0,0.17546187506781685,3281.666666666666
36,0.0,0.6363636363636364,0.0,0.0,0.9126342402564156,3604.111111111111
37,0.0,0.6363636363636364,0.0,0.3344947735191638,0.8765067524380155,3867.888888888889
38,0.0,0.6363636363636364,0.0,0.6689895470383276,0.8729379706912571,4022.0
39,0.0,0.6363636363636364,0.0,1.0,0.8966322475009494,4304.88888888889
40,0.0,0.6363636363636364,0.3076923076923077,0.0,0.31138367123074,2345.0
41,0.0,0.6363636363636364,0.3076923076923077,0.3344947735191638,0.2969936529795329,2497.444444444445
42,0.0,0.6363636363636364,0.3076923076923077,0.6689895470383276,0.28926626841227215,2530.777777777778
43,0.0,0.6363636363636364,0.3076923076923077,1.0,0.28480953640407985,2556.0
44,0.0,0.6363636363636364,0.6923076923076923,0.0,0.23023366928100586,2048.3333333333335
45,0.0,0.6363636363636364,0.6923076923076923,0.3344947735191638,0.20963234371609155,2149.6666666666665
46,0.0,0.6363636363636364,0.6923076923076923,0.6689895470383276,0.20124419530232748,2140.444444444445
47,0.0,0.6363636363636364,0.6923076923076923,1.0,0.19152937995062935,2242.222222222222
48,0.0,0.7272727272727273,1.0,0.0,0.20246140162150064,3164.5555555555547
49,0.0,0.7272727272727273,1.0,0.3344947735191638,0.1868216726515028,3198.0
50,0.0,0.7272727272727273,1.0,0.6689895470383276,0.16656708717346191,3493.333333333334
51,0.0,0.7272727272727273,1.0,1.0,0.16520767741733128,3424.5555555555547
52,0.0,0.7272727272727273,0.0,0.0,0.8841147687700059,3885.0
53,0.0,0.7272727272727273,0.0,0.3344947735191638,0.8929042286343045,4199.0
54,0.0,0.7272727272727273,0.0,0.6689895470383276,0.8740417957305908,4562.444444444444
55,0.0,0.7272727272727273,0.0,1.0,0.8704550266265869,4567.0
56,0.0,0.7272727272727273,0.3076923076923077,0.0,0.3072413073645698,2455.1111111111113
57,0.0,0.7272727272727273,0.3076923076923077,0.3344947735191638,0.298243072297838,2530.8888888888887
58,0.0,0.7272727272727273,0.3076923076923077,0.6689895470383276,0.2909338739183214,2665.8888888888887
59,0.0,0.7272727272727273,0.3076923076923077,1.0,0.2860744264390733,2708.0
60,0.0,0.7272727272727273,0.6923076923076923,0.0,0.22388617197672525,2065.1111111111113
61,0.0,0.7272727272727273,0.6923076923076923,0.3344947735191638,0.20135389433966744,2115.3333333333335
62,0.0,0.7272727272727273,0.6923076923076923,0.6689895470383276,0.19213453928629556,2242.1111111111113
63,0.0,0.7272727272727273,0.6923076923076923,1.0,0.187518040339152,2318.0
64,0.0,0.8181818181818182,1.0,0.0,0.1937199698554145,3383.666666666666
65,0.0,0.8181818181818182,1.0,0.3344947735191638,0.1756196551852756,3451.333333333334
66,0.0,0.8181818181818182,1.0,0.6689895470383276,0.16550789939032662,3467.888888888889
67,0.0,0.8181818181818182,1.0,1.0,0.1597671773698595,3652.666666666666
68,0.0,0.8181818181818182,0.0,0.0,0.8871350023481581,4098.222222222223
69,0.0,0.8181818181818182,0.0,0.3344947735191638,0.8771526548597548,4562.555555555556
70,0.0,0.8181818181818182,0.0,0.6689895470383276,0.8716949621836344,4630.88888888889
71,0.0,0.8181818181818182,0.0,1.0,0.8957256476084391,5032.222222222223
72,0.0,0.8181818181818182,0.3076923076923077,0.0,0.3042534987131755,2471.6666666666665
73,0.0,0.8181818181818182,0.3076923076923077,0.3344947735191638,0.29604970084296334,2640.6666666666665
74,0.0,0.8181818181818182,0.3076923076923077,0.6689895470383276,0.29055656327141655,2775.5555555555547
75,0.0,0.8181818181818182,0.3076923076923077,1.0,0.2870495584275987,2834.5555555555547
76,0.0,0.8181818181818182,0.6923076923076923,0.0,0.2302230993906657,2403.6666666666665
77,0.0,0.8181818181818182,0.6923076923076923,0.3344947735191638,0.2056809796227349,2597.555555555555
78,0.0,0.8181818181818182,0.6923076923076923,0.6689895470383276,0.19273601637946236,2699.1111111111113
79,0.0,0.8181818181818182,0.6923076923076923,1.0,0.1814351346757677,2360.0
80,0.0,0.9090909090909091,1.0,0.0,0.19066294034322104,3315.777777777778
81,0.0,0.9090909090909091,1.0,0.3344947735191638,0.17327883508470324,3535.5555555555547
82,0.0,0.9090909090909091,1.0,0.6689895470383276,0.16014001104566786,3679.0
83,0.0,0.9090909090909091,1.0,1.0,0.1547987461090088,3745.666666666666
84,0.0,0.9090909090909091,0.0,0.0,0.9134692351023356,4426.555555555556
85,0.0,0.9090909090909091,0.0,0.3344947735191638,0.8723035653432211,4630.88888888889
86,0.0,0.9090909090909091,0.0,0.6689895470383276,0.8894865777757432,5188.777777777777
87,0.0,0.9090909090909091,0.0,1.0,0.8794349564446343,4939.11111111111
88,0.0,0.9090909090909091,0.3076923076923077,0.0,0.3046588102976481,2598.3333333333335
89,0.0,0.9090909090909091,0.3076923076923077,0.3344947735191638,0.2996435695224338,2784.111111111111
90,0.0,0.9090909090909091,0.3076923076923077,0.6689895470383276,0.303209834628635,3181.777777777778
91,0.0,0.9090909090909091,0.3076923076923077,1.0,0.2990448739793565,3223.777777777778
92,0.0,0.9090909090909091,0.6923076923076923,0.0,0.2327387068006727,2742.0
93,0.0,0.9090909090909091,0.6923076923076923,0.3344947735191638,0.2181434366438124,3148.222222222222
94,0.0,0.9090909090909091,0.6923076923076923,0.6689895470383276,0.21215579244825575,3342.666666666666
95,0.0,0.9090909090909091,0.6923076923076923,1.0,0.17779986063639322,2740.555555555555
96,0.0,1.0,1.0,0.0,0.1880152490403917,3366.666666666666
97,0.0,1.0,1.0,0.3344947735191638,0.16796758439805773,3594.666666666666
98,0.0,1.0,1.0,0.6689895470383276,0.156434694925944,3805.222222222222
99,0.0,1.0,1.0,1.0,0.15089331732855904,3914.222222222222
100,0.0,1.0,0.0,0.0,0.8822225464714898,4571.0
101,0.0,1.0,0.0,0.3344947735191638,0.8998923036787245,5104.333333333333
102,0.0,1.0,0.0,0.6689895470383276,0.8680573039584689,5248.444444444444
103,0.0,1.0,0.0,1.0,0.8660826418134902,5454.666666666667
104,0.0,1.0,0.3076923076923077,0.0,0.3038917912377251,2606.6666666666665
105,0.0,1.0,0.3076923076923077,0.3344947735191638,0.32088526089986164,3241.333333333334
106,0.0,1.0,0.3076923076923077,0.6689895470383276,0.3245823383331299,3529.0
107,0.0,1.0,0.3076923076923077,1.0,0.31373609436882866,3637.444444444444
108,0.0,1.0,0.6923076923076923,0.0,0.2264534102545845,2750.333333333334
109,0.0,1.0,0.6923076923076923,0.3344947735191638,0.221515867445204,3309.0
110,0.0,1.0,0.6923076923076923,0.6689895470383276,0.1986126634809706,2656.555555555555
111,0.0,1.0,0.6923076923076923,1.0,0.2025227811601427,3527.777777777778
112,0.0,0.0,1.0,0.0,1.0758571094936795,2074.777777777778
113,0.0,0.0,1.0,0.3344947735191638,1.0170828766292996,2133.222222222222
114,0.0,0.0,1.0,0.6689895470383276,0.9799365467495388,2183.6666666666665
115,0.0,0.0,1.0,1.0,0.9724299907684326,2141.1111111111113
116,0.0,0.0,0.0,0.0,1.2043610678778751,1117.3333333333333
117,0.0,0.0,0.0,0.3344947735191638,1.1830704477098253,1091.6666666666667
118,0.0,0.0,0.0,0.6689895470383276,1.1747479173872206,1116.6666666666667
119,0.0,0.0,0.0,1.0,1.1779211097293432,1133.5555555555557
120,0.0,0.0,0.3076923076923077,0.0,1.0463220808241105,1176.7777777777776
121,0.0,0.0,0.3076923076923077,0.3344947735191638,1.0026775730980768,1193.6666666666667
122,0.0,0.0,0.3076923076923077,0.6689895470383276,0.9887048933241104,1219.0
123,0.0,0.0,0.3076923076923077,1.0,0.979629675547282,1210.4444444444443
124,0.0,0.0,0.6923076923076923,0.0,1.0482801066504583,1414.2222222222226
125,0.0,0.0,0.6923076923076923,0.3344947735191638,1.0163023206922743,1439.5555555555554
126,0.0,0.0,0.6923076923076923,0.6689895470383276,1.1194987561967638,1345.5555555555557
127,0.0,0.0,0.6923076923076923,1.0,0.9846202797359892,1447.111111111111
128,0.0,0.09090909090909091,1.0,0.0,0.6727670298682319,2531.6666666666665
129,0.0,0.09090909090909091,1.0,0.3344947735191638,0.6703701549106174,2700.777777777778
130,0.0,0.09090909090909091,1.0,0.6689895470383276,0.6297560003068712,2666.444444444445
131,0.0,0.09090909090909091,1.0,1.0,0.6128489971160889,2657.3333333333335
132,0.0,0.09090909090909091,0.0,0.0,1.091576920615302,1616.888888888889
133,0.0,0.09090909090909091,0.0,0.3344947735191638,1.0640621185302734,1659.111111111111
134,0.0,0.09090909090909091,0.0,0.6689895470383276,1.0560681025187175,1658.111111111111
135,0.0,0.09090909090909091,0.0,1.0,1.050615628560384,1691.888888888889
136,0.0,0.09090909090909091,0.3076923076923077,0.0,0.6664948728349473,1413.7777777777774
137,0.0,0.09090909090909091,0.3076923076923077,0.3344947735191638,0.6631525092654758,1524.0
138,0.0,0.09090909090909091,0.3076923076923077,0.6689895470383276,0.6228683259752061,1472.888888888889
139,0.0,0.09090909090909091,0.3076923076923077,1.0,0.6074526839786105,1515.111111111111
140,0.0,0.09090909090909091,0.6923076923076923,0.0,0.6537872155507406,1710.0
141,0.0,0.09090909090909091,0.6923076923076923,0.3344947735191638,0.6518559455871582,1828.4444444444448
142,0.0,0.09090909090909091,0.6923076923076923,0.6689895470383276,0.6521981292300754,1853.888888888889
143,0.0,0.09090909090909091,0.6923076923076923,1.0,0.627281109491984,1861.7777777777774
144,0.0,0.18181818181818182,1.0,0.0,0.5109666983286539,2725.777777777778
145,0.0,0.18181818181818182,1.0,0.3344947735191638,0.4637411700354682,2632.555555555555
146,0.0,0.18181818181818182,1.0,0.6689895470383276,0.4454379081726074,2928.666666666666
147,0.0,0.18181818181818182,1.0,1.0,0.3848632441626655,2470.555555555555
148,0.0,0.18181818181818182,0.0,0.0,1.0117989116244843,1863.666666666667
149,0.0,0.18181818181818182,0.0,0.3344947735191638,1.0281581613752575,2015.333333333333
150,0.0,0.18181818181818182,0.0,0.6689895470383276,1.0298628012339277,2208.0
151,0.0,0.18181818181818182,0.0,1.0,1.0056296719445124,2258.6666666666665
152,0.0,0.18181818181818182,0.3076923076923077,0.0,0.4938994248708089,1727.2222222222226
153,0.0,0.18181818181818182,0.3076923076923077,0.3344947735191638,0.44857944382561576,1650.888888888889
154,0.0,0.18181818181818182,0.3076923076923077,0.6689895470383276,0.4315599070654975,1625.4444444444446
155,0.0,0.18181818181818182,0.3076923076923077,1.0,0.3886555035909017,1481.0
156,0.0,0.18181818181818182,0.6923076923076923,0.0,0.4705977439880371,1752.333333333333
157,0.0,0.18181818181818182,0.6923076923076923,0.3344947735191638,0.4073656664954291,1786.666666666667
158,0.0,0.18181818181818182,0.6923076923076923,0.6689895470383276,0.4624786641862657,1574.2222222222226
159,0.0,0.18181818181818182,0.6923076923076923,1.0,0.4177368746863471,2056.3333333333335
160,0.0,0.2727272727272727,1.0,0.0,0.3435298601786296,2454.555555555555
161,0.0,0.2727272727272727,1.0,0.3344947735191638,0.31678419642978245,2564.444444444445
162,0.0,0.2727272727272727,1.0,0.6689895470383276,0.3075712521870931,2563.777777777778
163,0.0,0.2727272727272727,1.0,1.0,0.2907574441697862,2580.444444444445
164,0.0,0.2727272727272727,0.0,0.0,0.9772363503774008,2294.555555555555
165,0.0,0.2727272727272727,0.0,0.3344947735191638,0.9537355369991728,2387.3333333333335
166,0.0,0.2727272727272727,0.0,0.6689895470383276,0.9559637970394559,2487.3333333333335
167,0.0,0.2727272727272727,0.0,1.0,0.9431348906622992,2504.444444444445
168,0.0,0.2727272727272727,0.3076923076923077,0.0,0.4385489887661404,1904.888888888889
169,0.0,0.2727272727272727,0.3076923076923077,0.3344947735191638,0.3876690864562988,1845.4444444444448
170,0.0,0.2727272727272727,0.3076923076923077,0.6689895470383276,0.3878294891781277,1887.888888888889
171,0.0,0.2727272727272727,0.3076923076923077,1.0,0.3776724338531494,1971.4444444444448
172,0.0,0.2727272727272727,0.6923076923076923,0.0,0.4404539797041151,1752.4444444444446
173,0.0,0.2727272727272727,0.6923076923076923,0.3344947735191638,0.3086669445037842,1701.333333333333
174,0.0,0.2727272727272727,0.6923076923076923,0.6689895470383276,0.3009410169389513,1718.111111111111
175,0.0,0.2727272727272727,0.6923076923076923,1.0,0.30150553915235734,1878.666666666667
176,0.0,0.36363636363636365,1.0,0.0,0.28739894760979545,2733.1111111111113
177,0.0,0.36363636363636365,1.0,0.3344947735191638,0.26746177673339844,2927.888888888889
178,0.0,0.36363636363636365,1.0,0.6689895470383276,0.25855183601379395,3071.5555555555547
179,0.0,0.36363636363636365,1.0,1.0,0.2478732532925076,2901.5555555555547
180,0.0,0.36363636363636365,0.0,0.0,1.007890807257758,2870.5555555555547
181,0.0,0.36363636363636365,0.0,0.3344947735191638,0.9446433385213217,2876.777777777778
182,0.0,0.36363636363636365,0.0,0.6689895470383276,0.940612898932563,2901.4444444444453
183,0.0,0.36363636363636365,0.0,1.0,0.9128043121761746,3029.0
184,0.0,0.36363636363636365,0.3076923076923077,0.0,0.3881389829847548,2040.0
185,0.0,0.36363636363636365,0.3076923076923077,0.3344947735191638,0.3708762062920464,2073.777777777778
186,0.0,0.36363636363636365,0.3076923076923077,0.6689895470383276,0.3576171663072374,2090.777777777778
187,0.0,0.36363636363636365,0.3076923076923077,1.0,0.3442345725165473,2132.444444444445
188,0.0,0.36363636363636365,0.6923076923076923,0.0,0.3700687620374892,1879.2222222222226
189,0.0,0.36363636363636365,0.6923076923076923,0.3344947735191638,0.2653101550208198,1980.4444444444448
190,0.0,0.36363636363636365,0.6923076923076923,0.6689895470383276,0.2569698492685954,1861.666666666667
191,0.0,0.36363636363636365,0.6923076923076923,1.0,0.24271117316351998,1903.888888888889
192,0.3333333333333333,0.45454545454545453,1.0,0.0,0.2575966517130534,4730.666666666667
193,0.3333333333333333,0.45454545454545453,1.0,0.3344947735191638,0.2257016764746772,5271.444444444444
194,0.3333333333333333,0.45454545454545453,1.0,0.6689895470383276,0.21021217770046655,5482.555555555556
195,0.3333333333333333,0.45454545454545453,1.0,1.0,0.20893589655558267,5565.333333333332
196,0.3333333333333333,0.45454545454545453,0.0,0.0,0.9266382058461508,4417.666666666667
197,0.3333333333333333,0.45454545454545453,0.0,0.3344947735191638,0.9205439620547824,4705.0
198,0.3333333333333333,0.45454545454545453,0.0,0.6689895470383276,0.9166247844696044,4806.11111111111
199,0.3333333333333333,0.45454545454545453,0.0,1.0,0.9030365678999158,4982.222222222223
200,0.3333333333333333,0.45454545454545453,0.3076923076923077,0.0,0.3764838377634685,3183.111111111111
201,0.3333333333333333,0.45454545454545453,0.3076923076923077,0.3344947735191638,0.3647520807054307,3361.333333333334
202,0.3333333333333333,0.45454545454545453,0.3076923076923077,0.6689895470383276,0.347043514251709,3427.888888888889
203,0.3333333333333333,0.45454545454545453,0.3076923076923077,1.0,0.3402536710103353,3418.5555555555547
204,0.3333333333333333,0.45454545454545453,0.6923076923076923,0.0,0.2877637810177273,3486.777777777778
205,0.3333333333333333,0.45454545454545453,0.6923076923076923,0.3344947735191638,0.2457013395097521,3503.888888888889
206,0.3333333333333333,0.45454545454545453,0.6923076923076923,0.6689895470383276,0.24853298399183485,3672.666666666666
207,0.3333333333333333,0.45454545454545453,0.6923076923076923,1.0,0.24699176682366264,3807.444444444444
208,0.3333333333333333,0.5454545454545454,1.0,0.0,0.24972584512498644,5305.333333333333
209,0.3333333333333333,0.5454545454545454,1.0,0.3344947735191638,0.21474756134880912,5576.0
210,0.3333333333333333,0.5454545454545454,1.0,0.6689895470383276,0.20884291330973306,5652.0
211,0.3333333333333333,0.5454545454545454,1.0,1.0,0.20168471336364746,5709.0
212,0.3333333333333333,0.5454545454545454,0.0,0.0,0.9279265138838028,4720.777777777777
213,0.3333333333333333,0.5454545454545454,0.0,0.3344947735191638,0.896153105629815,5018.333333333333
214,0.3333333333333333,0.5454545454545454,0.0,0.6689895470383276,0.9050168726179336,5213.555555555556
215,0.3333333333333333,0.5454545454545454,0.0,1.0,0.9137921863132052,5362.11111111111
216,0.3333333333333333,0.5454545454545454,0.3076923076923077,0.0,0.3740728431277805,3310.4444444444453
217,0.3333333333333333,0.5454545454545454,0.3076923076923077,0.3344947735191638,0.3544309404161241,3504.888888888889
218,0.3333333333333333,0.5454545454545454,0.3076923076923077,0.6689895470383276,0.3484542369842529,3656.444444444444
219,0.3333333333333333,0.5454545454545454,0.3076923076923077,1.0,0.34723133511013454,3816.888888888889
220,0.3333333333333333,0.5454545454545454,0.6923076923076923,0.0,0.2835687796274821,3664.222222222222
221,0.3333333333333333,0.5454545454545454,0.6923076923076923,0.3344947735191638,0.24347917238871256,3766.111111111111
222,0.3333333333333333,0.5454545454545454,0.6923076923076923,0.6689895470383276,0.25175023078918457,3985.888888888889
223,0.3333333333333333,0.5454545454545454,0.6923076923076923,1.0,0.2461082140604655,4095.111111111111
224,0.3333333333333333,0.6363636363636364,1.0,0.0,0.23123908042907715,5457.444444444444
225,0.3333333333333333,0.6363636363636364,1.0,0.3344947735191638,0.2269309891594781,5897.333333333332
226,0.3333333333333333,0.6363636363636364,1.0,0.6689895470383276,0.19907466570536295,5846.0
227,0.3333333333333333,0.6363636363636364,1.0,1.0,0.2098091973198785,5759.8888888888905
228,0.3333333333333333,0.6363636363636364,0.0,0.0,0.91643402311537,4916.0
229,0.3333333333333333,0.6363636363636364,0.0,0.3344947735191638,0.9018383026123048,5273.666666666667
230,0.3333333333333333,0.6363636363636364,0.0,0.6689895470383276,0.8993217415279813,5721.1111111111095
231,0.3333333333333333,0.6363636363636364,0.0,1.0,0.8955238395267062,5852.555555555556
232,0.3333333333333333,0.6363636363636364,0.3076923076923077,0.0,0.3632961644066705,3513.333333333334
233,0.3333333333333333,0.6363636363636364,0.3076923076923077,0.3344947735191638,0.3578160074022081,3817.777777777778
234,0.3333333333333333,0.6363636363636364,0.3076923076923077,0.6689895470383276,0.36015089352925617,4121.11111111111
235,0.3333333333333333,0.6363636363636364,0.3076923076923077,1.0,0.34926864835951066,4154.88888888889
236,0.3333333333333333,0.6363636363636364,0.6923076923076923,0.0,0.288148906495836,4147.11111111111
237,0.3333333333333333,0.6363636363636364,0.6923076923076923,0.3344947735191638,0.2799367639753554,4409.333333333333
238,0.3333333333333333,0.6363636363636364,0.6923076923076923,0.6689895470383276,0.2579699092441135,4333.11111111111
239,0.3333333333333333,0.6363636363636364,0.6923076923076923,1.0,0.25117309888203937,4526.222222222223
240,0.3333333333333333,0.7272727272727273,1.0,0.0,0.2324353059132894,5770.555555555556
241,0.3333333333333333,0.7272727272727273,1.0,0.3344947735191638,0.21677470207214355,6040.777777777777
242,0.3333333333333333,0.7272727272727273,1.0,0.6689895470383276,0.18469336297776964,6132.444444444444
243,0.3333333333333333,0.7272727272727273,1.0,1.0,0.18980063332451713,6342.444444444444
244,0.3333333333333333,0.7272727272727273,0.0,0.0,0.9125841988457574,5272.11111111111
245,0.3333333333333333,0.7272727272727273,0.0,0.3344947735191638,0.9040754106309681,5602.666666666668
246,0.3333333333333333,0.7272727272727273,0.0,0.6689895470383276,0.8852042622036405,5832.0
247,0.3333333333333333,0.7272727272727273,0.0,1.0,0.8685590161217583,6004.666666666668
248,0.3333333333333333,0.7272727272727273,0.3076923076923077,0.0,0.3800865279303657,3724.777777777778
249,0.3333333333333333,0.7272727272727273,0.3076923076923077,0.3344947735191638,0.34890182813008624,4029.444444444444
250,0.3333333333333333,0.7272727272727273,0.3076923076923077,0.6689895470383276,0.32382633950975204,4036.888888888889
251,0.3333333333333333,0.7272727272727273,0.3076923076923077,1.0,0.3037023279401991,4086.666666666666
252,0.3333333333333333,0.7272727272727273,0.6923076923076923,0.0,0.30544445249769425,4417.88888888889
253,0.3333333333333333,0.7272727272727273,0.6923076923076923,0.3344947735191638,0.2674912081824409,4544.88888888889
254,0.3333333333333333,0.7272727272727273,0.6923076923076923,0.6689895470383276,0.22509278191460505,4357.666666666667
255,0.3333333333333333,0.7272727272727273,0.6923076923076923,1.0,0.22364258766174314,4543.444444444444
256,0.3333333333333333,0.8181818181818182,1.0,0.0,0.23311289151509604,6167.777777777777
257,0.3333333333333333,0.8181818181818182,1.0,0.3344947735191638,0.2000730037689209,6158.666666666668
258,0.3333333333333333,0.8181818181818182,1.0,0.6689895470383276,0.19912523693508571,6834.333333333332
259,0.3333333333333333,0.8181818181818182,1.0,1.0,0.17672125498453775,6393.0
260,0.3333333333333333,0.8181818181818182,0.0,0.0,0.9063186115688748,5374.444444444444
261,0.3333333333333333,0.8181818181818182,0.0,0.3344947735191638,0.8861254586113824,5823.777777777777
262,0.3333333333333333,0.8181818181818182,0.0,0.6689895470383276,0.8941221502092149,6415.8888888888905
263,0.3333333333333333,0.8181818181818182,0.0,1.0,0.88565550910102,6436.1111111111095
